"TOWNCODE","PERIOD","AGE","CASE","POP"
"10010160","2005-2009","60-64",36,27281
"10010160","2005-2009","65-69",39,20886
"10010160","2005-2009","70-74",117,40642
"10010160","2005-2009","75-79",47,14715
"10010160","2005-2009","80-84",39,12272
"10010160","2010-2014","40-44",35,89745
"10010160","2010-2014","45-49",7,17638
"10010160","2010-2014","50-54",16,26000
"10010160","2010-2014","55-59",61,68261
"10010160","2010-2014","60-64",38,19506
"10010160","2010-2014","65-69",363,181624
"10010160","2010-2014","70-74",188,59140
"10010160","2010-2014","75-79",121,36550
"10010160","2010-2014","80-84",642,156446
"10010160","2015-2019","40-44",0,2682
"10010160","2015-2019","45-49",18,25382
"10010160","2015-2019","50-54",32,35390
"10010160","2015-2019","55-59",59,59178
"10010160","2015-2019","60-64",28,19213
"10010160","2015-2019","65-69",41,18113
"10010160","2015-2019","70-74",71,28222
"10010160","2015-2019","75-79",158,46405
"10010160","2015-2019","80-84",150,27750
"10010170","1995-1999","40-44",9,25635
"10010170","1995-1999","45-49",50,73950
"10010170","1995-1999","50-54",16,11780
"10010170","1995-1999","55-59",4,8856
"10010170","1995-1999","60-64",33,26745
"10010170","1995-1999","65-69",58,27187
"10010170","1995-1999","70-74",46,21459
"10010170","1995-1999","75-79",53,17714
"10010170","1995-1999","80-84",63,29365
"10010170","2000-2004","40-44",1,11756
"10010170","2000-2004","45-49",19,29347
"10010170","2000-2004","50-54",40,47743
"10010170","2000-2004","55-59",46,37294
"10010170","2000-2004","60-64",120,73811
"10010170","2000-2004","65-69",119,74888
"10010170","2000-2004","70-74",52,26197
"10010170","2000-2004","75-79",122,45642
"10010170","2000-2004","80-84",296,82055
"10010170","2005-2009","40-44",4,12902
"10010170","2005-2009","45-49",10,15275
"10010170","2005-2009","50-54",19,28268
"10010170","2005-2009","55-59",25,24752
"10010170","2005-2009","60-64",34,31444
"10010170","2005-2009","65-69",96,54314
"10010170","2005-2009","70-74",72,26680
"10010170","2005-2009","75-79",108,36957
"10010170","2005-2009","80-84",39,12155
"10010170","2010-2014","40-44",33,100376
"10010170","2010-2014","45-49",21,36976
"10010170","2010-2014","50-54",32,44405
"10010170","2010-2014","55-59",44,45365
"10010170","2010-2014","60-64",22,30784
"10010170","2010-2014","65-69",123,71943
"10010170","2010-2014","70-74",85,34261
"10010170","2010-2014","75-79",55,19336
"10010170","2010-2014","80-84",142,39415
"10010170","2015-2019","40-44",9,26701
"10010170","2015-2019","45-49",78,202200
"10010170","2015-2019","50-54",14,13503
"10010170","2015-2019","55-59",30,28403
"10010170","2015-2019","60-64",166,119671
"10010170","2015-2019","65-69",13,7139
"10010170","2015-2019","70-74",71,22472
"10010170","2015-2019","75-79",81,27485
"10010170","2015-2019","80-84",156,41320
"10010180","1995-1999","40-44",16,29327
"10010180","1995-1999","45-49",11,22132
"10010180","1995-1999","50-54",91,104149
"10010180","1995-1999","55-59",23,14188
"10010180","1995-1999","60-64",236,152488
"10010180","1995-1999","65-69",217,99983
"10010180","1995-1999","70-74",64,23783
"10010180","1995-1999","75-79",122,37208
"10010180","1995-1999","80-84",138,33389
"10010180","2000-2004","40-44",18,34225
"10010180","2000-2004","45-49",22,36366
"10010180","2000-2004","50-54",48,52263
"10010180","2000-2004","55-59",35,27681
"10010180","2000-2004","60-64",45,34050
"10010180","2000-2004","65-69",230,106412
"10010180","2000-2004","70-74",346,127901
"10010180","2000-2004","75-79",248,60056
"10010180","2000-2004","80-84",141,30933
"10010180","2005-2009","40-44",69,125534
"10010180","2005-2009","45-49",131,199815
"10010180","2005-2009","50-54",30,40738
"10010180","2005-2009","55-59",75,61931
"10010180","2005-2009","60-64",31,23511
"10010180","2005-2009","65-69",101,42506
"10010180","2005-2009","70-74",87,35801
"10010180","2005-2009","75-79",49,16593
"10010180","2005-2009","80-84",104,21397
"10010180","2010-2014","40-44",6,10689
"10010180","2010-2014","45-49",13,17810
"10010180","2010-2014","50-54",180,216120
"10010180","2010-2014","55-59",100,83262
"10010180","2010-2014","60-64",108,56378
"10010180","2010-2014","65-69",46,19970
"10010180","2010-2014","70-74",18,7498
"10010180","2010-2014","75-79",51,14248
"10010180","2010-2014","80-84",74,14494
"10010180","2015-2019","40-44",5,8920
"10010180","2015-2019","45-49",21,39765
"10010180","2015-2019","50-54",101,109117
"10010180","2015-2019","55-59",31,20716
"10010180","2015-2019","60-64",48,29467
"10010180","2015-2019","65-69",66,28231
"10010180","2015-2019","70-74",577,212697
"10010180","2015-2019","75-79",366,97304
"10010180","2015-2019","80-84",51,7102
"10020010","1995-1999","40-44",7,15949
"10020010","1995-1999","45-49",6,21395
"10020010","1995-1999","50-54",60,97778
"10020010","1995-1999","55-59",24,32064
"10020010","1995-1999","60-64",74,65772
"10020010","1995-1999","65-69",21,20257
"10020010","1995-1999","70-74",14,12293
"10020010","1995-1999","75-79",120,47178
"10020010","1995-1999","80-84",268,91182
"10020010","2000-2004","40-44",21,57718
"10020010","2000-2004","45-49",97,195588
"10020010","2000-2004","50-54",30,36008
"10020010","2000-2004","55-59",26,28026
"10020010","2000-2004","60-64",62,44195
"10020010","2000-2004","65-69",40,26657
"10020010","2000-2004","70-74",340,181182
"10020010","2000-2004","75-79",84,29468
"10020010","2000-2004","80-84",49,16774
"10020010","2005-2009","40-44",8,13248
"10020010","2005-2009","45-49",121,278266
"10020010","2005-2009","50-54",51,82671
"10020010","2005-2009","55-59",236,218376
"10020010","2005-2009","60-64",22,18417
"10020010","2005-2009","65-69",9,6847
"10020010","2005-2009","70-74",68,42058
"10020010","2005-2009","75-79",63,24052
"10020010","2005-2009","80-84",199,58459
"10020010","2010-2014","40-44",59,178863
"10020010","2010-2014","45-49",17,46133
"10020010","2010-2014","50-54",43,81519
"10020010","2010-2014","55-59",108,108952
"10020010","2010-2014","60-64",260,231455
"10020010","2010-2014","65-69",53,31725
"10020010","2010-2014","70-74",53,25758
"10020010","2010-2014","75-79",210,77036
"10020010","2010-2014","80-84",189,56573
"10020010","2015-2019","40-44",9,14537
"10020010","2015-2019","45-49",5,19167
"10020010","2015-2019","50-54",42,91869
"10020010","2015-2019","55-59",24,36953
"10020010","2015-2019","60-64",40,36900
"10020010","2015-2019","65-69",66,46502
"10020010","2015-2019","70-74",143,56288
"10020010","2015-2019","75-79",34,10365
"10020010","2015-2019","80-84",48,13379
"10020020","1995-1999","40-44",17,36845
"10020020","1995-1999","45-49",12,17154
"10020020","1995-1999","50-54",40,49680
"10020020","1995-1999","55-59",26,22694
"10020020","1995-1999","60-64",24,19976
"10020020","1995-1999","65-69",92,50411
"10020020","1995-1999","70-74",162,90496
"10020020","1995-1999","75-79",31,10847
"10020020","1995-1999","80-84",70,29512
"10020020","2000-2004","40-44",8,27308
"10020020","2000-2004","45-49",0,3997
"10020020","2000-2004","50-54",31,37850
"10020020","2000-2004","55-59",74,78040
"10020020","2000-2004","60-64",37,34895
"10020020","2000-2004","65-69",182,126028
"10020020","2000-2004","70-74",113,61283
"10020020","2000-2004","75-79",89,40627
"10020020","2000-2004","80-84",131,42344
"10020020","2005-2009","40-44",16,69262
"10020020","2005-2009","45-49",28,68766
"10020020","2005-2009","50-54",20,31437
"10020020","2005-2009","55-59",135,156538
"10020020","2005-2009","60-64",29,23731
"10020020","2005-2009","65-69",199,125812
"10020020","2005-2009","70-74",88,43838
"10020020","2005-2009","75-79",159,63926
"10020020","2005-2009","80-84",287,84976
"10020020","2010-2014","40-44",47,145534
"10020020","2010-2014","45-49",25,60726
"10020020","2010-2014","50-54",21,41836
"10020020","2010-2014","55-59",23,36007
"10020020","2010-2014","60-64",106,98881
"10020020","2010-2014","65-69",6,3106
"10020020","2010-2014","70-74",270,124367
"10020020","2010-2014","75-79",78,29827
"10020020","2010-2014","80-84",128,38789
"10020020","2015-2019","40-44",20,82260
"10020020","2015-2019","45-49",3,20937
"10020020","2015-2019","50-54",10,14866
"10020020","2015-2019","55-59",25,38238
"10020020","2015-2019","60-64",110,100283
"10020020","2015-2019","65-69",80,51085
"10020020","2015-2019","70-74",22,13863
"10020020","2015-2019","75-79",37,12294
"10020020","2015-2019","80-84",53,17252
"67000010","1995-1999","40-44",16,29041
"67000010","1995-1999","45-49",15,22175
"67000010","1995-1999","50-54",26,21700
"67000010","1995-1999","55-59",131,82014
"67000010","1995-1999","60-64",70,42413
"67000010","1995-1999","65-69",47,17262
"67000010","1995-1999","70-74",57,24978
"67000010","1995-1999","75-79",108,41143
"67000010","1995-1999","80-84",41,16300
"67000010","2000-2004","40-44",31,71054
"67000010","2000-2004","45-49",26,32980
"67000010","2000-2004","50-54",73,76786
"67000010","2000-2004","55-59",22,12302
"67000010","2000-2004","60-64",73,32670
"67000010","2000-2004","65-69",122,60908
"67000010","2000-2004","70-74",93,40546
"67000010","2000-2004","75-79",115,41827
"67000010","2000-2004","80-84",159,53005
"67000010","2005-2009","40-44",16,38605
"67000010","2005-2009","45-49",28,44544
"67000010","2005-2009","50-54",3,5420
"67000010","2005-2009","55-59",141,129283
"67000010","2005-2009","60-64",213,111337
"67000010","2005-2009","65-69",116,43945
"67000010","2005-2009","70-74",217,76442
"67000010","2005-2009","75-79",117,34418
"67000010","2005-2009","80-84",1222,324991
"67000010","2010-2014","40-44",65,186066
"67000010","2010-2014","45-49",3,7570
"67000010","2010-2014","50-54",13,20192
"67000010","2010-2014","55-59",25,20517
"67000010","2010-2014","60-64",123,64484
"67000010","2010-2014","65-69",54,23918
"67000010","2010-2014","70-74",62,20419
"67000010","2010-2014","75-79",89,23818
"67000010","2010-2014","80-84",251,57522
"67000010","2015-2019","40-44",14,56406
"67000010","2015-2019","45-49",12,27978
"67000010","2015-2019","50-54",12,11032
"67000010","2015-2019","55-59",25,26968
"67000010","2015-2019","60-64",16,12407
"67000010","2015-2019","65-69",163,64305
"67000010","2015-2019","70-74",220,65417
"67000010","2015-2019","75-79",267,61396
"67000010","2015-2019","80-84",269,56265
"67000020","1995-1999","40-44",4,9268
"67000020","1995-1999","45-49",133,196890
"67000020","1995-1999","50-54",47,53020
"67000020","1995-1999","55-59",83,63525
"67000020","1995-1999","60-64",51,35913
"67000020","1995-1999","65-69",49,27904
"67000020","1995-1999","70-74",81,37813
"67000020","1995-1999","75-79",96,40781
"67000020","1995-1999","80-84",66,24068
"67000020","2000-2004","40-44",5,5958
"67000020","2000-2004","45-49",11,19137
"67000020","2000-2004","50-54",95,93019
"67000020","2000-2004","55-59",86,59669
"67000020","2000-2004","60-64",22,12917
"67000020","2000-2004","65-69",69,32947
"67000020","2000-2004","70-74",22,6878
"67000020","2000-2004","75-79",81,31692
"67000020","2000-2004","80-84",155,56523
"67000020","2005-2009","40-44",21,53939
"67000020","2005-2009","45-49",21,38190
"67000020","2005-2009","50-54",15,19685
"67000020","2005-2009","55-59",22,15678
"67000020","2005-2009","60-64",71,42684
"67000020","2005-2009","65-69",135,66819
"67000020","2005-2009","70-74",94,27393
"67000020","2005-2009","75-79",76,26886
"67000020","2005-2009","80-84",225,72170
"67000020","2010-2014","40-44",28,82787
"67000020","2010-2014","45-49",29,56034
"67000020","2010-2014","50-54",24,29004
"67000020","2010-2014","55-59",41,47274
"67000020","2010-2014","60-64",78,46806
"67000020","2010-2014","65-69",86,34921
"67000020","2010-2014","70-74",92,29690
"67000020","2010-2014","75-79",154,43873
"67000020","2010-2014","80-84",137,32595
"67000020","2015-2019","40-44",33,140112
"67000020","2015-2019","45-49",30,95776
"67000020","2015-2019","50-54",38,58194
"67000020","2015-2019","55-59",15,15192
"67000020","2015-2019","60-64",98,64278
"67000020","2015-2019","65-69",158,62729
"67000020","2015-2019","70-74",219,65068
"67000020","2015-2019","75-79",1016,237867
"67000020","2015-2019","80-84",1378,278737
"67000030","1995-1999","40-44",11,18082
"67000030","1995-1999","45-49",22,46294
"67000030","1995-1999","50-54",101,96449
"67000030","1995-1999","55-59",81,78076
"67000030","1995-1999","60-64",125,72872
"67000030","1995-1999","65-69",54,33451
"67000030","1995-1999","70-74",56,23424
"67000030","1995-1999","75-79",57,22125
"67000030","1995-1999","80-84",273,82160
"67000030","2000-2004","40-44",32,80668
"67000030","2000-2004","45-49",13,37808
"67000030","2000-2004","50-54",9,6055
"67000030","2000-2004","55-59",91,77385
"67000030","2000-2004","60-64",103,67478
"67000030","2000-2004","65-69",213,116621
"67000030","2000-2004","70-74",389,156881
"67000030","2000-2004","75-79",46,20096
"67000030","2000-2004","80-84",283,87669
"67000030","2005-2009","40-44",46,150120
"67000030","2005-2009","45-49",75,119273
"67000030","2005-2009","50-54",62,96799
"67000030","2005-2009","55-59",24,27169
"67000030","2005-2009","60-64",34,23167
"67000030","2005-2009","65-69",148,65132
"67000030","2005-2009","70-74",34,13720
"67000030","2005-2009","75-79",105,34595
"67000030","2005-2009","80-84",100,27399
"67000030","2010-2014","40-44",11,37153
"67000030","2010-2014","45-49",51,111453
"67000030","2010-2014","50-54",39,43217
"67000030","2010-2014","55-59",115,123782
"67000030","2010-2014","60-64",37,22642
"67000030","2010-2014","65-69",55,25542
"67000030","2010-2014","70-74",27,9306
"67000030","2010-2014","75-79",746,230787
"67000030","2010-2014","80-84",25,6535
"67000030","2015-2019","40-44",2,5481
"67000030","2015-2019","45-49",10,14792
"67000030","2015-2019","50-54",18,23734
"67000030","2015-2019","55-59",97,124491
"67000030","2015-2019","60-64",106,65399
"67000030","2015-2019","65-69",28,16858
"67000030","2015-2019","70-74",81,33434
"67000030","2015-2019","75-79",29,8329
"67000030","2015-2019","80-84",81,19319
"67000040","1995-1999","40-44",45,99592
"67000040","1995-1999","45-49",0,9111
"67000040","1995-1999","50-54",19,18327
"67000040","1995-1999","55-59",23,15929
"67000040","1995-1999","60-64",40,26976
"67000040","1995-1999","65-69",11,7617
"67000040","1995-1999","70-74",193,90150
"67000040","1995-1999","75-79",113,40937
"67000040","1995-1999","80-84",120,41547
"67000040","2000-2004","40-44",2,11521
"67000040","2000-2004","45-49",31,43272
"67000040","2000-2004","50-54",138,145485
"67000040","2000-2004","55-59",7,7759
"67000040","2000-2004","60-64",284,146192
"67000040","2000-2004","65-69",14,10629
"67000040","2000-2004","70-74",155,59138
"67000040","2000-2004","75-79",135,49019
"67000040","2000-2004","80-84",294,90819
"67000040","2005-2009","40-44",12,30319
"67000040","2005-2009","45-49",44,71289
"67000040","2005-2009","50-54",18,21180
"67000040","2005-2009","55-59",25,16735
"67000040","2005-2009","60-64",229,112798
"67000040","2005-2009","65-69",48,17943
"67000040","2005-2009","70-74",102,35186
"67000040","2005-2009","75-79",235,61260
"67000040","2005-2009","80-84",74,22235
"67000040","2010-2014","40-44",15,46384
"67000040","2010-2014","45-49",8,21376
"67000040","2010-2014","50-54",32,29549
"67000040","2010-2014","55-59",88,66914
"67000040","2010-2014","60-64",73,36496
"67000040","2010-2014","65-69",33,14311
"67000040","2010-2014","70-74",178,49166
"67000040","2010-2014","75-79",74,19009
"67000040","2010-2014","80-84",128,31338
"67000040","2015-2019","40-44",16,43657
"67000040","2015-2019","45-49",21,34748
"67000040","2015-2019","50-54",31,50029
"67000040","2015-2019","55-59",120,103545
"67000040","2015-2019","60-64",229,133474
"67000040","2015-2019","65-69",110,38573
"67000040","2015-2019","70-74",131,33307
"67000040","2015-2019","75-79",64,18166
"67000040","2015-2019","80-84",179,32270
"67000050","1995-1999","40-44",44,95372
"67000050","1995-1999","45-49",41,52335
"67000050","1995-1999","50-54",17,19339
"67000050","1995-1999","55-59",48,29837
"67000050","1995-1999","60-64",178,116410
"67000050","1995-1999","65-69",64,35097
"67000050","1995-1999","70-74",47,25416
"67000050","1995-1999","75-79",94,42323
"67000050","1995-1999","80-84",53,23155
"67000050","2000-2004","40-44",29,55750
"67000050","2000-2004","45-49",15,28253
"67000050","2000-2004","50-54",23,21652
"67000050","2000-2004","55-59",67,42155
"67000050","2000-2004","60-64",35,22827
"67000050","2000-2004","65-69",148,74313
"67000050","2000-2004","70-74",61,27073
"67000050","2000-2004","75-79",212,70718
"67000050","2000-2004","80-84",31,8755
"67000050","2005-2009","40-44",55,141802
"67000050","2005-2009","45-49",10,22212
"67000050","2005-2009","50-54",25,28624
"67000050","2005-2009","55-59",41,23950
"67000050","2005-2009","60-64",60,28373
"67000050","2005-2009","65-69",239,95445
"67000050","2005-2009","70-74",90,31181
"67000050","2005-2009","75-79",140,43089
"67000050","2005-2009","80-84",116,38379
"67000050","2010-2014","40-44",9,24908
"67000050","2010-2014","45-49",4,11835
"67000050","2010-2014","50-54",18,37143
"67000050","2010-2014","55-59",45,45589
"67000050","2010-2014","60-64",40,31944
"67000050","2010-2014","65-69",64,30434
"67000050","2010-2014","70-74",49,18171
"67000050","2010-2014","75-79",196,57106
"67000050","2010-2014","80-84",183,49194
"67000050","2015-2019","40-44",0,6105
"67000050","2015-2019","45-49",16,52378
"67000050","2015-2019","50-54",13,17237
"67000050","2015-2019","55-59",14,19973
"67000050","2015-2019","60-64",5,4858
"67000050","2015-2019","65-69",191,86227
"67000050","2015-2019","70-74",108,30734
"67000050","2015-2019","75-79",473,123655
"67000050","2015-2019","80-84",398,84361
"67000060","1995-1999","40-44",5,8579
"67000060","1995-1999","45-49",15,28108
"67000060","1995-1999","50-54",17,13249
"67000060","1995-1999","55-59",53,47052
"67000060","1995-1999","60-64",20,11647
"67000060","1995-1999","65-69",66,45290
"67000060","1995-1999","70-74",30,15723
"67000060","1995-1999","75-79",42,15643
"67000060","1995-1999","80-84",37,16172
"67000060","2000-2004","40-44",7,26293
"67000060","2000-2004","45-49",17,19787
"67000060","2000-2004","50-54",35,31914
"67000060","2000-2004","55-59",39,26311
"67000060","2000-2004","60-64",43,29744
"67000060","2000-2004","65-69",36,15671
"67000060","2000-2004","70-74",187,80497
"67000060","2000-2004","75-79",177,57239
"67000060","2000-2004","80-84",233,73432
"67000060","2005-2009","40-44",7,25477
"67000060","2005-2009","45-49",17,22361
"67000060","2005-2009","50-54",123,127911
"67000060","2005-2009","55-59",61,43694
"67000060","2005-2009","60-64",112,61400
"67000060","2005-2009","65-69",62,29470
"67000060","2005-2009","70-74",127,49368
"67000060","2005-2009","75-79",146,46494
"67000060","2005-2009","80-84",48,13263
"67000060","2010-2014","40-44",6,19397
"67000060","2010-2014","45-49",17,27498
"67000060","2010-2014","50-54",8,17939
"67000060","2010-2014","55-59",39,41399
"67000060","2010-2014","60-64",133,62133
"67000060","2010-2014","65-69",61,27525
"67000060","2010-2014","70-74",258,77969
"67000060","2010-2014","75-79",154,46443
"67000060","2010-2014","80-84",36,8431
"67000060","2015-2019","40-44",11,47040
"67000060","2015-2019","45-49",11,34387
"67000060","2015-2019","50-54",16,36191
"67000060","2015-2019","55-59",130,138665
"67000060","2015-2019","60-64",37,24677
"67000060","2015-2019","65-69",84,37351
"67000060","2015-2019","70-74",205,64883
"67000060","2015-2019","75-79",435,100096
"67000060","2015-2019","80-84",167,35414
"67000070","1995-1999","40-44",61,101833
"67000070","1995-1999","45-49",19,26958
"67000070","1995-1999","50-54",154,146260
"67000070","1995-1999","55-59",68,48716
"67000070","1995-1999","60-64",50,31156
"67000070","1995-1999","65-69",138,74246
"67000070","1995-1999","70-74",61,32248
"67000070","1995-1999","75-79",29,17767
"67000070","1995-1999","80-84",96,30940
"67000070","2000-2004","40-44",52,119714
"67000070","2000-2004","45-49",128,198942
"67000070","2000-2004","50-54",24,25151
"67000070","2000-2004","55-59",349,214327
"67000070","2000-2004","60-64",44,24353
"67000070","2000-2004","65-69",108,52339
"67000070","2000-2004","70-74",98,37484
"67000070","2000-2004","75-79",198,70709
"67000070","2000-2004","80-84",969,299454
"67000070","2005-2009","40-44",23,83812
"67000070","2005-2009","45-49",100,171694
"67000070","2005-2009","50-54",37,33660
"67000070","2005-2009","55-59",35,23887
"67000070","2005-2009","60-64",34,14544
"67000070","2005-2009","65-69",62,21150
"67000070","2005-2009","70-74",10,3666
"67000070","2005-2009","75-79",47,18988
"67000070","2005-2009","80-84",146,35402
"67000070","2010-2014","40-44",17,57406
"67000070","2010-2014","45-49",55,105294
"67000070","2010-2014","50-54",158,198208
"67000070","2010-2014","55-59",248,203570
"67000070","2010-2014","60-64",51,31100
"67000070","2010-2014","65-69",48,18643
"67000070","2010-2014","70-74",77,20734
"67000070","2010-2014","75-79",142,35949
"67000070","2010-2014","80-84",48,13226
"67000070","2015-2019","40-44",33,111727
"67000070","2015-2019","45-49",33,63407
"67000070","2015-2019","50-54",18,20990
"67000070","2015-2019","55-59",46,37059
"67000070","2015-2019","60-64",83,46203
"67000070","2015-2019","65-69",131,53189
"67000070","2015-2019","70-74",99,24481
"67000070","2015-2019","75-79",45,9834
"67000070","2015-2019","80-84",102,20197
"67000080","1995-1999","40-44",49,98997
"67000080","1995-1999","45-49",91,119520
"67000080","1995-1999","50-54",127,105767
"67000080","1995-1999","55-59",86,48389
"67000080","1995-1999","60-64",14,7510
"67000080","1995-1999","65-69",318,166856
"67000080","1995-1999","70-74",231,103521
"67000080","1995-1999","75-79",33,12546
"67000080","1995-1999","80-84",45,15238
"67000080","2000-2004","40-44",20,43241
"67000080","2000-2004","45-49",18,23418
"67000080","2000-2004","50-54",24,24950
"67000080","2000-2004","55-59",31,18590
"67000080","2000-2004","60-64",82,37596
"67000080","2000-2004","65-69",76,37523
"67000080","2000-2004","70-74",406,162068
"67000080","2000-2004","75-79",64,29794
"67000080","2000-2004","80-84",68,21471
"67000080","2005-2009","40-44",43,101937
"67000080","2005-2009","45-49",16,12542
"67000080","2005-2009","50-54",8,8861
"67000080","2005-2009","55-59",64,44365
"67000080","2005-2009","60-64",92,48294
"67000080","2005-2009","65-69",88,35345
"67000080","2005-2009","70-74",147,50140
"67000080","2005-2009","75-79",121,30246
"67000080","2005-2009","80-84",52,17508
"67000080","2010-2014","40-44",19,60210
"67000080","2010-2014","45-49",41,74072
"67000080","2010-2014","50-54",198,225038
"67000080","2010-2014","55-59",51,39257
"67000080","2010-2014","60-64",131,64557
"67000080","2010-2014","65-69",134,52704
"67000080","2010-2014","70-74",126,33682
"67000080","2010-2014","75-79",115,23971
"67000080","2010-2014","80-84",133,34316
"67000080","2015-2019","40-44",33,101706
"67000080","2015-2019","45-49",7,19386
"67000080","2015-2019","50-54",39,47800
"67000080","2015-2019","55-59",36,31110
"67000080","2015-2019","60-64",35,22021
"67000080","2015-2019","65-69",49,21567
"67000080","2015-2019","70-74",133,33619
"67000080","2015-2019","75-79",397,85655
"67000080","2015-2019","80-84",231,49085
"67000090","1995-1999","40-44",31,47254
"67000090","1995-1999","45-49",70,92998
"67000090","1995-1999","50-54",36,32496
"67000090","1995-1999","55-59",122,79805
"67000090","1995-1999","60-64",152,82773
"67000090","1995-1999","65-69",18,12810
"67000090","1995-1999","70-74",363,164194
"67000090","1995-1999","75-79",96,32790
"67000090","1995-1999","80-84",57,20444
"67000090","2000-2004","40-44",15,36967
"67000090","2000-2004","45-49",38,50460
"67000090","2000-2004","50-54",24,19624
"67000090","2000-2004","55-59",83,54259
"67000090","2000-2004","60-64",107,49712
"67000090","2000-2004","65-69",120,53215
"67000090","2000-2004","70-74",79,29269
"67000090","2000-2004","75-79",38,11871
"67000090","2000-2004","80-84",557,168973
"67000090","2005-2009","40-44",11,30988
"67000090","2005-2009","45-49",14,27117
"67000090","2005-2009","50-54",118,119845
"67000090","2005-2009","55-59",29,21126
"67000090","2005-2009","60-64",14,8731
"67000090","2005-2009","65-69",224,77801
"67000090","2005-2009","70-74",157,59297
"67000090","2005-2009","75-79",272,72956
"67000090","2005-2009","80-84",55,19902
"67000090","2010-2014","40-44",7,23910
"67000090","2010-2014","45-49",36,85142
"67000090","2010-2014","50-54",37,51595
"67000090","2010-2014","55-59",93,72096
"67000090","2010-2014","60-64",99,53366
"67000090","2010-2014","65-69",32,10470
"67000090","2010-2014","70-74",279,76357
"67000090","2010-2014","75-79",53,8765
"67000090","2010-2014","80-84",75,17381
"67000090","2015-2019","40-44",16,57715
"67000090","2015-2019","45-49",14,52807
"67000090","2015-2019","50-54",14,9866
"67000090","2015-2019","55-59",175,164093
"67000090","2015-2019","60-64",145,84341
"67000090","2015-2019","65-69",31,9828
"67000090","2015-2019","70-74",108,26194
"67000090","2015-2019","75-79",169,38063
"67000090","2015-2019","80-84",332,58286
"67000100","1995-1999","40-44",91,149468
"67000100","1995-1999","45-49",32,34313
"67000100","1995-1999","50-54",77,51308
"67000100","1995-1999","55-59",76,52165
"67000100","1995-1999","60-64",88,57311
"67000100","1995-1999","65-69",21,16617
"67000100","1995-1999","70-74",14,10147
"67000100","1995-1999","75-79",22,9857
"67000100","1995-1999","80-84",77,28374
"67000100","2000-2004","40-44",11,38593
"67000100","2000-2004","45-49",65,75470
"67000100","2000-2004","50-54",46,33663
"67000100","2000-2004","55-59",48,30052
"67000100","2000-2004","60-64",149,69014
"67000100","2000-2004","65-69",49,23345
"67000100","2000-2004","70-74",135,49150
"67000100","2000-2004","75-79",202,73208
"67000100","2000-2004","80-84",89,24495
"67000100","2005-2009","40-44",14,24493
"67000100","2005-2009","45-49",25,36558
"67000100","2005-2009","50-54",152,135998
"67000100","2005-2009","55-59",7,3928
"67000100","2005-2009","60-64",95,46218
"67000100","2005-2009","65-69",57,19627
"67000100","2005-2009","70-74",52,15995
"67000100","2005-2009","75-79",30,6038
"67000100","2005-2009","80-84",395,108567
"67000100","2010-2014","40-44",30,74833
"67000100","2010-2014","45-49",50,80138
"67000100","2010-2014","50-54",19,27172
"67000100","2010-2014","55-59",24,20656
"67000100","2010-2014","60-64",128,55547
"67000100","2010-2014","65-69",232,77086
"67000100","2010-2014","70-74",63,12480
"67000100","2010-2014","75-79",122,28474
"67000100","2010-2014","80-84",37,8521
"67000100","2015-2019","40-44",15,34437
"67000100","2015-2019","45-49",7,16481
"67000100","2015-2019","50-54",43,61229
"67000100","2015-2019","55-59",57,45095
"67000100","2015-2019","60-64",29,11455
"67000100","2015-2019","65-69",66,23215
"67000100","2015-2019","70-74",218,53750
"67000100","2015-2019","75-79",201,39002
"67000100","2015-2019","80-84",40,10311
"67000110","1995-1999","40-44",26,48778
"67000110","1995-1999","45-49",18,23943
"67000110","1995-1999","50-54",34,35697
"67000110","1995-1999","55-59",62,46327
"67000110","1995-1999","60-64",108,67907
"67000110","1995-1999","65-69",65,35644
"67000110","1995-1999","70-74",127,61478
"67000110","1995-1999","75-79",8,5620
"67000110","1995-1999","80-84",66,26071
"67000110","2000-2004","40-44",14,48424
"67000110","2000-2004","45-49",21,40635
"67000110","2000-2004","50-54",22,24937
"67000110","2000-2004","55-59",93,54955
"67000110","2000-2004","60-64",106,51689
"67000110","2000-2004","65-69",100,50079
"67000110","2000-2004","70-74",143,63478
"67000110","2000-2004","75-79",217,78766
"67000110","2000-2004","80-84",824,256498
"67000110","2005-2009","40-44",8,16299
"67000110","2005-2009","45-49",28,38017
"67000110","2005-2009","50-54",54,66338
"67000110","2005-2009","55-59",35,19862
"67000110","2005-2009","60-64",108,47279
"67000110","2005-2009","65-69",200,76395
"67000110","2005-2009","70-74",138,48412
"67000110","2005-2009","75-79",101,31096
"67000110","2005-2009","80-84",38,10084
"67000110","2010-2014","40-44",22,76136
"67000110","2010-2014","45-49",42,88517
"67000110","2010-2014","50-54",26,32570
"67000110","2010-2014","55-59",98,86379
"67000110","2010-2014","60-64",146,71176
"67000110","2010-2014","65-69",158,62337
"67000110","2010-2014","70-74",123,39534
"67000110","2010-2014","75-79",133,26998
"67000110","2010-2014","80-84",51,12668
"67000110","2015-2019","40-44",8,43717
"67000110","2015-2019","45-49",9,17825
"67000110","2015-2019","50-54",28,54035
"67000110","2015-2019","55-59",38,32588
"67000110","2015-2019","60-64",48,27554
"67000110","2015-2019","65-69",72,28356
"67000110","2015-2019","70-74",79,21983
"67000110","2015-2019","75-79",170,37734
"67000110","2015-2019","80-84",271,52537
