"TOWNCODE","PERIOD","AGE","CASE","POP"
"10010160","2005-2009","60-64",146,72580
"10010160","2005-2009","65-69",64,25182
"10010160","2005-2009","70-74",35,13418
"10010160","2005-2009","75-79",85,26964
"10010160","2005-2009","80-84",254,56659
"10010160","2010-2014","40-44",73,91092
"10010160","2010-2014","45-49",11,11607
"10010160","2010-2014","50-54",84,48368
"10010160","2010-2014","55-59",160,73146
"10010160","2010-2014","60-64",115,54797
"10010160","2010-2014","65-69",737,282155
"10010160","2010-2014","70-74",127,45846
"10010160","2010-2014","75-79",41,9989
"10010160","2010-2014","80-84",57,12175
"10010160","2015-2019","40-44",89,126562
"10010160","2015-2019","45-49",53,47464
"10010160","2015-2019","50-54",97,44708
"10010160","2015-2019","55-59",42,17123
"10010160","2015-2019","60-64",212,74811
"10010160","2015-2019","65-69",42,13570
"10010160","2015-2019","70-74",22,6131
"10010160","2015-2019","75-79",55,12470
"10010160","2015-2019","80-84",79,15389
"10010170","1995-1999","40-44",7,12726
"10010170","1995-1999","45-49",62,59101
"10010170","1995-1999","50-54",92,76962
"10010170","1995-1999","55-59",8,8381
"10010170","1995-1999","60-64",33,21662
"10010170","1995-1999","65-69",11,8604
"10010170","1995-1999","70-74",43,21093
"10010170","1995-1999","75-79",132,48270
"10010170","1995-1999","80-84",148,45580
"10010170","2000-2004","40-44",4,4981
"10010170","2000-2004","45-49",67,69445
"10010170","2000-2004","50-54",8,6910
"10010170","2000-2004","55-59",78,54347
"10010170","2000-2004","60-64",76,44538
"10010170","2000-2004","65-69",155,75794
"10010170","2000-2004","70-74",77,40590
"10010170","2000-2004","75-79",100,40022
"10010170","2000-2004","80-84",31,8036
"10010170","2005-2009","40-44",40,61235
"10010170","2005-2009","45-49",23,20891
"10010170","2005-2009","50-54",28,22691
"10010170","2005-2009","55-59",70,37906
"10010170","2005-2009","60-64",89,30900
"10010170","2005-2009","65-69",78,27571
"10010170","2005-2009","70-74",65,22753
"10010170","2005-2009","75-79",57,15998
"10010170","2005-2009","80-84",141,46747
"10010170","2010-2014","40-44",6,8478
"10010170","2010-2014","45-49",13,18451
"10010170","2010-2014","50-54",36,23718
"10010170","2010-2014","55-59",53,29511
"10010170","2010-2014","60-64",56,18875
"10010170","2010-2014","65-69",140,47371
"10010170","2010-2014","70-74",31,10940
"10010170","2010-2014","75-79",46,13889
"10010170","2010-2014","80-84",191,45185
"10010170","2015-2019","40-44",9,12778
"10010170","2015-2019","45-49",44,55585
"10010170","2015-2019","50-54",14,14831
"10010170","2015-2019","55-59",31,15998
"10010170","2015-2019","60-64",23,10049
"10010170","2015-2019","65-69",185,57266
"10010170","2015-2019","70-74",214,54529
"10010170","2015-2019","75-79",49,11155
"10010170","2015-2019","80-84",328,76629
"10010180","1995-1999","40-44",42,66332
"10010180","1995-1999","45-49",15,17832
"10010180","1995-1999","50-54",24,21615
"10010180","1995-1999","55-59",22,15492
"10010180","1995-1999","60-64",60,36726
"10010180","1995-1999","65-69",404,205257
"10010180","1995-1999","70-74",50,15985
"10010180","1995-1999","75-79",190,56407
"10010180","1995-1999","80-84",76,16036
"10010180","2000-2004","40-44",32,49092
"10010180","2000-2004","45-49",17,20146
"10010180","2000-2004","50-54",72,62484
"10010180","2000-2004","55-59",27,24778
"10010180","2000-2004","60-64",60,39830
"10010180","2000-2004","65-69",57,35059
"10010180","2000-2004","70-74",126,43989
"10010180","2000-2004","75-79",319,92600
"10010180","2000-2004","80-84",17,3639
"10010180","2005-2009","40-44",21,17874
"10010180","2005-2009","45-49",58,47942
"10010180","2005-2009","50-54",17,15513
"10010180","2005-2009","55-59",38,22908
"10010180","2005-2009","60-64",46,28815
"10010180","2005-2009","65-69",42,19007
"10010180","2005-2009","70-74",29,8236
"10010180","2005-2009","75-79",258,65666
"10010180","2005-2009","80-84",340,67963
"10010180","2010-2014","40-44",44,29763
"10010180","2010-2014","45-49",10,7557
"10010180","2010-2014","50-54",25,10597
"10010180","2010-2014","55-59",78,47030
"10010180","2010-2014","60-64",395,205842
"10010180","2010-2014","65-69",70,34407
"10010180","2010-2014","70-74",44,16181
"10010180","2010-2014","75-79",116,29841
"10010180","2010-2014","80-84",117,24176
"10010180","2015-2019","40-44",229,172817
"10010180","2015-2019","45-49",13,11241
"10010180","2015-2019","50-54",171,93394
"10010180","2015-2019","55-59",36,18116
"10010180","2015-2019","60-64",48,19067
"10010180","2015-2019","65-69",84,36161
"10010180","2015-2019","70-74",71,18692
"10010180","2015-2019","75-79",29,8576
"10010180","2015-2019","80-84",181,35131
"10020010","1995-1999","40-44",100,127416
"10020010","1995-1999","45-49",21,25158
"10020010","1995-1999","50-54",72,59691
"10020010","1995-1999","55-59",273,209759
"10020010","1995-1999","60-64",54,48061
"10020010","1995-1999","65-69",83,58245
"10020010","1995-1999","70-74",66,36104
"10020010","1995-1999","75-79",80,33858
"10020010","1995-1999","80-84",51,13172
"10020010","2000-2004","40-44",191,241278
"10020010","2000-2004","45-49",22,27500
"10020010","2000-2004","50-54",146,114648
"10020010","2000-2004","55-59",2,4478
"10020010","2000-2004","60-64",33,24603
"10020010","2000-2004","65-69",219,150538
"10020010","2000-2004","70-74",69,35323
"10020010","2000-2004","75-79",51,22283
"10020010","2000-2004","80-84",114,39067
"10020010","2005-2009","40-44",36,46915
"10020010","2005-2009","45-49",5,4420
"10020010","2005-2009","50-54",29,28879
"10020010","2005-2009","55-59",11,7029
"10020010","2005-2009","60-64",24,14171
"10020010","2005-2009","65-69",63,28311
"10020010","2005-2009","70-74",49,20781
"10020010","2005-2009","75-79",87,29763
"10020010","2005-2009","80-84",56,17091
"10020010","2010-2014","40-44",12,23802
"10020010","2010-2014","45-49",42,47118
"10020010","2010-2014","50-54",45,30764
"10020010","2010-2014","55-59",41,27870
"10020010","2010-2014","60-64",143,64321
"10020010","2010-2014","65-69",42,20415
"10020010","2010-2014","70-74",46,15359
"10020010","2010-2014","75-79",417,150570
"10020010","2010-2014","80-84",144,42755
"10020010","2015-2019","40-44",11,29201
"10020010","2015-2019","45-49",35,49232
"10020010","2015-2019","50-54",43,28278
"10020010","2015-2019","55-59",120,66176
"10020010","2015-2019","60-64",93,34661
"10020010","2015-2019","65-69",93,35850
"10020010","2015-2019","70-74",123,35956
"10020010","2015-2019","75-79",37,12982
"10020010","2015-2019","80-84",138,31493
"10020020","1995-1999","40-44",98,135663
"10020020","1995-1999","45-49",6,10306
"10020020","1995-1999","50-54",17,18487
"10020020","1995-1999","55-59",3,2097
"10020020","1995-1999","60-64",40,31322
"10020020","1995-1999","65-69",70,49995
"10020020","1995-1999","70-74",102,56171
"10020020","1995-1999","75-79",64,21310
"10020020","1995-1999","80-84",226,75046
"10020020","2000-2004","40-44",107,164698
"10020020","2000-2004","45-49",16,18644
"10020020","2000-2004","50-54",94,80495
"10020020","2000-2004","55-59",20,25724
"10020020","2000-2004","60-64",61,37669
"10020020","2000-2004","65-69",130,77917
"10020020","2000-2004","70-74",79,36311
"10020020","2000-2004","75-79",151,64840
"10020020","2000-2004","80-84",89,26812
"10020020","2005-2009","40-44",11,25629
"10020020","2005-2009","45-49",58,67804
"10020020","2005-2009","50-54",39,25555
"10020020","2005-2009","55-59",437,258769
"10020020","2005-2009","60-64",41,21389
"10020020","2005-2009","65-69",63,29022
"10020020","2005-2009","70-74",110,59008
"10020020","2005-2009","75-79",52,17190
"10020020","2005-2009","80-84",46,14421
"10020020","2010-2014","40-44",94,169298
"10020020","2010-2014","45-49",14,13545
"10020020","2010-2014","50-54",50,40745
"10020020","2010-2014","55-59",57,27556
"10020020","2010-2014","60-64",78,34888
"10020020","2010-2014","65-69",69,27454
"10020020","2010-2014","70-74",357,132917
"10020020","2010-2014","75-79",66,23392
"10020020","2010-2014","80-84",99,28365
"10020020","2015-2019","40-44",35,78064
"10020020","2015-2019","45-49",128,171656
"10020020","2015-2019","50-54",39,36146
"10020020","2015-2019","55-59",37,16996
"10020020","2015-2019","60-64",75,30518
"10020020","2015-2019","65-69",266,92534
"10020020","2015-2019","70-74",292,88446
"10020020","2015-2019","75-79",463,120134
"10020020","2015-2019","80-84",77,18083
"67000010","1995-1999","40-44",11,30055
"67000010","1995-1999","45-49",105,184470
"67000010","1995-1999","50-54",26,24404
"67000010","1995-1999","55-59",32,16840
"67000010","1995-1999","60-64",90,40371
"67000010","1995-1999","65-69",64,27446
"67000010","1995-1999","70-74",15,7865
"67000010","1995-1999","75-79",276,62971
"67000010","1995-1999","80-84",194,35136
"67000010","2000-2004","40-44",10,29789
"67000010","2000-2004","45-49",5,29148
"67000010","2000-2004","50-54",51,61380
"67000010","2000-2004","55-59",67,48814
"67000010","2000-2004","60-64",43,18767
"67000010","2000-2004","65-69",13,6814
"67000010","2000-2004","70-74",86,25871
"67000010","2000-2004","75-79",419,102975
"67000010","2000-2004","80-84",86,17281
"67000010","2005-2009","40-44",9,22418
"67000010","2005-2009","45-49",18,45967
"67000010","2005-2009","50-54",26,27197
"67000010","2005-2009","55-59",21,28759
"67000010","2005-2009","60-64",129,65688
"67000010","2005-2009","65-69",67,25164
"67000010","2005-2009","70-74",93,22706
"67000010","2005-2009","75-79",883,179602
"67000010","2005-2009","80-84",115,22324
"67000010","2010-2014","40-44",32,115248
"67000010","2010-2014","45-49",41,70017
"67000010","2010-2014","50-54",9,12853
"67000010","2010-2014","55-59",82,86801
"67000010","2010-2014","60-64",22,13374
"67000010","2010-2014","65-69",95,35193
"67000010","2010-2014","70-74",289,74648
"67000010","2010-2014","75-79",96,20634
"67000010","2010-2014","80-84",139,22092
"67000010","2015-2019","40-44",14,67941
"67000010","2015-2019","45-49",9,37860
"67000010","2015-2019","50-54",22,31638
"67000010","2015-2019","55-59",24,26352
"67000010","2015-2019","60-64",116,94319
"67000010","2015-2019","65-69",52,20856
"67000010","2015-2019","70-74",119,38732
"67000010","2015-2019","75-79",79,18150
"67000010","2015-2019","80-84",572,82843
"67000020","1995-1999","40-44",4,7171
"67000020","1995-1999","45-49",12,11701
"67000020","1995-1999","50-54",10,10690
"67000020","1995-1999","55-59",103,63471
"67000020","1995-1999","60-64",97,45272
"67000020","1995-1999","65-69",49,27606
"67000020","1995-1999","70-74",196,65876
"67000020","1995-1999","75-79",74,20532
"67000020","1995-1999","80-84",297,62647
"67000020","2000-2004","40-44",10,33922
"67000020","2000-2004","45-49",40,54257
"67000020","2000-2004","50-54",124,125365
"67000020","2000-2004","55-59",73,51861
"67000020","2000-2004","60-64",113,56916
"67000020","2000-2004","65-69",160,53944
"67000020","2000-2004","70-74",725,222087
"67000020","2000-2004","75-79",102,30109
"67000020","2000-2004","80-84",136,26336
"67000020","2005-2009","40-44",36,126163
"67000020","2005-2009","45-49",19,42386
"67000020","2005-2009","50-54",8,23010
"67000020","2005-2009","55-59",120,94314
"67000020","2005-2009","60-64",63,30774
"67000020","2005-2009","65-69",198,70417
"67000020","2005-2009","70-74",130,36394
"67000020","2005-2009","75-79",40,8314
"67000020","2005-2009","80-84",75,16537
"67000020","2010-2014","40-44",10,51236
"67000020","2010-2014","45-49",3,18211
"67000020","2010-2014","50-54",21,37636
"67000020","2010-2014","55-59",6,7098
"67000020","2010-2014","60-64",111,65740
"67000020","2010-2014","65-69",43,16619
"67000020","2010-2014","70-74",160,41813
"67000020","2010-2014","75-79",437,86193
"67000020","2010-2014","80-84",312,51281
"67000020","2015-2019","40-44",23,84564
"67000020","2015-2019","45-49",15,27684
"67000020","2015-2019","50-54",12,17204
"67000020","2015-2019","55-59",25,26783
"67000020","2015-2019","60-64",80,57354
"67000020","2015-2019","65-69",148,62080
"67000020","2015-2019","70-74",81,24507
"67000020","2015-2019","75-79",176,35788
"67000020","2015-2019","80-84",332,49820
"67000030","1995-1999","40-44",2,4901
"67000030","1995-1999","45-49",10,14238
"67000030","1995-1999","50-54",41,28204
"67000030","1995-1999","55-59",123,74641
"67000030","1995-1999","60-64",18,12203
"67000030","1995-1999","65-69",24,11915
"67000030","1995-1999","70-74",63,36368
"67000030","1995-1999","75-79",40,10511
"67000030","1995-1999","80-84",160,40712
"67000030","2000-2004","40-44",6,11003
"67000030","2000-2004","45-49",36,30642
"67000030","2000-2004","50-54",17,13946
"67000030","2000-2004","55-59",26,12689
"67000030","2000-2004","60-64",313,137303
"67000030","2000-2004","65-69",59,19458
"67000030","2000-2004","70-74",541,193235
"67000030","2000-2004","75-79",139,46478
"67000030","2000-2004","80-84",187,41747
"67000030","2005-2009","40-44",30,61038
"67000030","2005-2009","45-49",45,64757
"67000030","2005-2009","50-54",41,40889
"67000030","2005-2009","55-59",57,36739
"67000030","2005-2009","60-64",57,28554
"67000030","2005-2009","65-69",89,27536
"67000030","2005-2009","70-74",507,153349
"67000030","2005-2009","75-79",88,25001
"67000030","2005-2009","80-84",106,25792
"67000030","2010-2014","40-44",16,54490
"67000030","2010-2014","45-49",11,25249
"67000030","2010-2014","50-54",22,31061
"67000030","2010-2014","55-59",183,123210
"67000030","2010-2014","60-64",35,16680
"67000030","2010-2014","65-69",207,75288
"67000030","2010-2014","70-74",417,113923
"67000030","2010-2014","75-79",548,126334
"67000030","2010-2014","80-84",61,9128
"67000030","2015-2019","40-44",30,82443
"67000030","2015-2019","45-49",5,12121
"67000030","2015-2019","50-54",15,16900
"67000030","2015-2019","55-59",38,47212
"67000030","2015-2019","60-64",79,40143
"67000030","2015-2019","65-69",40,18862
"67000030","2015-2019","70-74",97,24335
"67000030","2015-2019","75-79",92,17347
"67000030","2015-2019","80-84",175,32728
"67000040","1995-1999","40-44",4,16420
"67000040","1995-1999","45-49",97,181227
"67000040","1995-1999","50-54",76,83190
"67000040","1995-1999","55-59",36,22395
"67000040","1995-1999","60-64",416,197493
"67000040","1995-1999","65-69",58,17092
"67000040","1995-1999","70-74",20,5826
"67000040","1995-1999","75-79",114,23950
"67000040","1995-1999","80-84",101,17120
"67000040","2000-2004","40-44",20,51682
"67000040","2000-2004","45-49",40,81930
"67000040","2000-2004","50-54",65,82487
"67000040","2000-2004","55-59",289,220187
"67000040","2000-2004","60-64",8,3528
"67000040","2000-2004","65-69",104,40766
"67000040","2000-2004","70-74",135,34329
"67000040","2000-2004","75-79",87,17600
"67000040","2000-2004","80-84",612,102960
"67000040","2005-2009","40-44",4,23675
"67000040","2005-2009","45-49",4,8981
"67000040","2005-2009","50-54",22,32572
"67000040","2005-2009","55-59",50,42627
"67000040","2005-2009","60-64",353,213782
"67000040","2005-2009","65-69",118,46897
"67000040","2005-2009","70-74",50,10358
"67000040","2005-2009","75-79",105,18844
"67000040","2005-2009","80-84",236,39014
"67000040","2010-2014","40-44",2,15071
"67000040","2010-2014","45-49",7,14240
"67000040","2010-2014","50-54",17,22682
"67000040","2010-2014","55-59",39,43443
"67000040","2010-2014","60-64",65,43642
"67000040","2010-2014","65-69",120,58754
"67000040","2010-2014","70-74",141,38581
"67000040","2010-2014","75-79",142,31243
"67000040","2010-2014","80-84",167,23040
"67000040","2015-2019","40-44",3,16221
"67000040","2015-2019","45-49",13,37220
"67000040","2015-2019","50-54",12,25601
"67000040","2015-2019","55-59",78,80262
"67000040","2015-2019","60-64",70,64168
"67000040","2015-2019","65-69",143,83804
"67000040","2015-2019","70-74",153,56205
"67000040","2015-2019","75-79",347,70234
"67000040","2015-2019","80-84",203,28497
"67000050","1995-1999","40-44",94,193142
"67000050","1995-1999","45-49",129,172569
"67000050","1995-1999","50-54",35,29677
"67000050","1995-1999","55-59",46,23119
"67000050","1995-1999","60-64",120,50395
"67000050","1995-1999","65-69",6,6447
"67000050","1995-1999","70-74",36,14427
"67000050","1995-1999","75-79",34,15517
"67000050","1995-1999","80-84",220,48895
"67000050","2000-2004","40-44",10,18834
"67000050","2000-2004","45-49",23,32505
"67000050","2000-2004","50-54",22,19369
"67000050","2000-2004","55-59",77,49388
"67000050","2000-2004","60-64",40,18604
"67000050","2000-2004","65-69",114,35781
"67000050","2000-2004","70-74",40,13636
"67000050","2000-2004","75-79",132,44607
"67000050","2000-2004","80-84",1363,319322
"67000050","2005-2009","40-44",8,16469
"67000050","2005-2009","45-49",26,43005
"67000050","2005-2009","50-54",142,150922
"67000050","2005-2009","55-59",60,34964
"67000050","2005-2009","60-64",141,68933
"67000050","2005-2009","65-69",161,51089
"67000050","2005-2009","70-74",107,30356
"67000050","2005-2009","75-79",89,23358
"67000050","2005-2009","80-84",147,37119
"67000050","2010-2014","40-44",12,32612
"67000050","2010-2014","45-49",49,104764
"67000050","2010-2014","50-54",31,30601
"67000050","2010-2014","55-59",98,73833
"67000050","2010-2014","60-64",28,18288
"67000050","2010-2014","65-69",356,117258
"67000050","2010-2014","70-74",319,83450
"67000050","2010-2014","75-79",184,40497
"67000050","2010-2014","80-84",183,33310
"67000050","2015-2019","40-44",16,52000
"67000050","2015-2019","45-49",7,17843
"67000050","2015-2019","50-54",4,7762
"67000050","2015-2019","55-59",39,36588
"67000050","2015-2019","60-64",391,222577
"67000050","2015-2019","65-69",266,92337
"67000050","2015-2019","70-74",52,12368
"67000050","2015-2019","75-79",757,153534
"67000050","2015-2019","80-84",363,56792
"67000060","1995-1999","40-44",4,13946
"67000060","1995-1999","45-49",9,17042
"67000060","1995-1999","50-54",144,131832
"67000060","1995-1999","55-59",46,28907
"67000060","1995-1999","60-64",46,23677
"67000060","1995-1999","65-69",95,46368
"67000060","1995-1999","70-74",47,16327
"67000060","1995-1999","75-79",90,25859
"67000060","1995-1999","80-84",63,11539
"67000060","2000-2004","40-44",16,47666
"67000060","2000-2004","45-49",17,22865
"67000060","2000-2004","50-54",20,15564
"67000060","2000-2004","55-59",58,39830
"67000060","2000-2004","60-64",58,26263
"67000060","2000-2004","65-69",220,84104
"67000060","2000-2004","70-74",467,136566
"67000060","2000-2004","75-79",206,56451
"67000060","2000-2004","80-84",415,79620
"67000060","2005-2009","40-44",24,70979
"67000060","2005-2009","45-49",27,37424
"67000060","2005-2009","50-54",44,57334
"67000060","2005-2009","55-59",82,63417
"67000060","2005-2009","60-64",42,20447
"67000060","2005-2009","65-69",41,15143
"67000060","2005-2009","70-74",240,56036
"67000060","2005-2009","75-79",313,71846
"67000060","2005-2009","80-84",189,36064
"67000060","2010-2014","40-44",2,12122
"67000060","2010-2014","45-49",44,68097
"67000060","2010-2014","50-54",22,20136
"67000060","2010-2014","55-59",18,12080
"67000060","2010-2014","60-64",50,26085
"67000060","2010-2014","65-69",612,229498
"67000060","2010-2014","70-74",206,54731
"67000060","2010-2014","75-79",24,5732
"67000060","2010-2014","80-84",449,74314
"67000060","2015-2019","40-44",6,23786
"67000060","2015-2019","45-49",13,39240
"67000060","2015-2019","50-54",15,30954
"67000060","2015-2019","55-59",40,51707
"67000060","2015-2019","60-64",83,43461
"67000060","2015-2019","65-69",26,11748
"67000060","2015-2019","70-74",99,25404
"67000060","2015-2019","75-79",26,5171
"67000060","2015-2019","80-84",564,87153
"67000070","1995-1999","40-44",24,59654
"67000070","1995-1999","45-49",4,12788
"67000070","1995-1999","50-54",92,97900
"67000070","1995-1999","55-59",81,49111
"67000070","1995-1999","60-64",60,28755
"67000070","1995-1999","65-69",15,6270
"67000070","1995-1999","70-74",397,125952
"67000070","1995-1999","75-79",167,39179
"67000070","1995-1999","80-84",275,47995
"67000070","2000-2004","40-44",3,18675
"67000070","2000-2004","45-49",20,53363
"67000070","2000-2004","50-54",51,68242
"67000070","2000-2004","55-59",43,26965
"67000070","2000-2004","60-64",29,14746
"67000070","2000-2004","65-69",355,119586
"67000070","2000-2004","70-74",50,11392
"67000070","2000-2004","75-79",160,38369
"67000070","2000-2004","80-84",464,80094
"67000070","2005-2009","40-44",3,18174
"67000070","2005-2009","45-49",7,22057
"67000070","2005-2009","50-54",35,40410
"67000070","2005-2009","55-59",32,23119
"67000070","2005-2009","60-64",13,6693
"67000070","2005-2009","65-69",138,54755
"67000070","2005-2009","70-74",48,10091
"67000070","2005-2009","75-79",45,8409
"67000070","2005-2009","80-84",744,134582
"67000070","2010-2014","40-44",25,71144
"67000070","2010-2014","45-49",7,19319
"67000070","2010-2014","50-54",31,47491
"67000070","2010-2014","55-59",36,41482
"67000070","2010-2014","60-64",30,20254
"67000070","2010-2014","65-69",92,38925
"67000070","2010-2014","70-74",38,9072
"67000070","2010-2014","75-79",107,23605
"67000070","2010-2014","80-84",159,23798
"67000070","2015-2019","40-44",17,60514
"67000070","2015-2019","45-49",1,8370
"67000070","2015-2019","50-54",14,30813
"67000070","2015-2019","55-59",10,9687
"67000070","2015-2019","60-64",20,17113
"67000070","2015-2019","65-69",139,66347
"67000070","2015-2019","70-74",233,73608
"67000070","2015-2019","75-79",252,56954
"67000070","2015-2019","80-84",571,82254
"67000080","1995-1999","40-44",2,4540
"67000080","1995-1999","45-49",15,26926
"67000080","1995-1999","50-54",15,24382
"67000080","1995-1999","55-59",45,31827
"67000080","1995-1999","60-64",143,62879
"67000080","1995-1999","65-69",40,18020
"67000080","1995-1999","70-74",168,45008
"67000080","1995-1999","75-79",225,49063
"67000080","1995-1999","80-84",534,90994
"67000080","2000-2004","40-44",2,19188
"67000080","2000-2004","45-49",54,121963
"67000080","2000-2004","50-54",121,169997
"67000080","2000-2004","55-59",60,45090
"67000080","2000-2004","60-64",52,32924
"67000080","2000-2004","65-69",174,68691
"67000080","2000-2004","70-74",125,31124
"67000080","2000-2004","75-79",48,10114
"67000080","2000-2004","80-84",142,25388
"67000080","2005-2009","40-44",11,54455
"67000080","2005-2009","45-49",18,26288
"67000080","2005-2009","50-54",30,45083
"67000080","2005-2009","55-59",199,199861
"67000080","2005-2009","60-64",41,25038
"67000080","2005-2009","65-69",66,22843
"67000080","2005-2009","70-74",115,30667
"67000080","2005-2009","75-79",32,7282
"67000080","2005-2009","80-84",60,11303
"67000080","2010-2014","40-44",24,74891
"67000080","2010-2014","45-49",7,25846
"67000080","2010-2014","50-54",6,10196
"67000080","2010-2014","55-59",22,32963
"67000080","2010-2014","60-64",265,204821
"67000080","2010-2014","65-69",17,9664
"67000080","2010-2014","70-74",86,24169
"67000080","2010-2014","75-79",129,24453
"67000080","2010-2014","80-84",497,70098
"67000080","2015-2019","40-44",22,53852
"67000080","2015-2019","45-49",4,10724
"67000080","2015-2019","50-54",74,134054
"67000080","2015-2019","55-59",14,13807
"67000080","2015-2019","60-64",121,93998
"67000080","2015-2019","65-69",65,37590
"67000080","2015-2019","70-74",107,38499
"67000080","2015-2019","75-79",308,71290
"67000080","2015-2019","80-84",176,25360
"67000090","1995-1999","40-44",13,53221
"67000090","1995-1999","45-49",23,43008
"67000090","1995-1999","50-54",62,59928
"67000090","1995-1999","55-59",101,63397
"67000090","1995-1999","60-64",19,11063
"67000090","1995-1999","65-69",97,35395
"67000090","1995-1999","70-74",119,32067
"67000090","1995-1999","75-79",201,40479
"67000090","1995-1999","80-84",166,25687
"67000090","2000-2004","40-44",6,28285
"67000090","2000-2004","45-49",21,40360
"67000090","2000-2004","50-54",45,47809
"67000090","2000-2004","55-59",117,99099
"67000090","2000-2004","60-64",233,126786
"67000090","2000-2004","65-69",43,15424
"67000090","2000-2004","70-74",209,52978
"67000090","2000-2004","75-79",78,15078
"67000090","2000-2004","80-84",546,84712
"67000090","2005-2009","40-44",15,35058
"67000090","2005-2009","45-49",62,172685
"67000090","2005-2009","50-54",32,37846
"67000090","2005-2009","55-59",73,73052
"67000090","2005-2009","60-64",35,22034
"67000090","2005-2009","65-69",19,7180
"67000090","2005-2009","70-74",603,156149
"67000090","2005-2009","75-79",53,12661
"67000090","2005-2009","80-84",74,10409
"67000090","2010-2014","40-44",3,7367
"67000090","2010-2014","45-49",59,175396
"67000090","2010-2014","50-54",120,218798
"67000090","2010-2014","55-59",80,92301
"67000090","2010-2014","60-64",18,12115
"67000090","2010-2014","65-69",29,10654
"67000090","2010-2014","70-74",102,32210
"67000090","2010-2014","75-79",173,37527
"67000090","2010-2014","80-84",76,11460
"67000090","2015-2019","40-44",10,31900
"67000090","2015-2019","45-49",14,36541
"67000090","2015-2019","50-54",22,44486
"67000090","2015-2019","55-59",38,37846
"67000090","2015-2019","60-64",11,15275
"67000090","2015-2019","65-69",84,43106
"67000090","2015-2019","70-74",555,200517
"67000090","2015-2019","75-79",239,54579
"67000090","2015-2019","80-84",70,9485
"67000100","1995-1999","40-44",3,22937
"67000100","1995-1999","45-49",4,9110
"67000100","1995-1999","50-54",19,18580
"67000100","1995-1999","55-59",13,7698
"67000100","1995-1999","60-64",142,86347
"67000100","1995-1999","65-69",230,77512
"67000100","1995-1999","70-74",78,19407
"67000100","1995-1999","75-79",47,10096
"67000100","1995-1999","80-84",311,47424
"67000100","2000-2004","40-44",26,79017
"67000100","2000-2004","45-49",13,27086
"67000100","2000-2004","50-54",59,99518
"67000100","2000-2004","55-59",14,12968
"67000100","2000-2004","60-64",76,46295
"67000100","2000-2004","65-69",176,59785
"67000100","2000-2004","70-74",169,40934
"67000100","2000-2004","75-79",124,24793
"67000100","2000-2004","80-84",61,9823
"67000100","2005-2009","40-44",9,42212
"67000100","2005-2009","45-49",1,5891
"67000100","2005-2009","50-54",34,40562
"67000100","2005-2009","55-59",32,40251
"67000100","2005-2009","60-64",32,19730
"67000100","2005-2009","65-69",64,24176
"67000100","2005-2009","70-74",88,25247
"67000100","2005-2009","75-79",389,77821
"67000100","2005-2009","80-84",136,22642
"67000100","2010-2014","40-44",10,31502
"67000100","2010-2014","45-49",6,18531
"67000100","2010-2014","50-54",9,21155
"67000100","2010-2014","55-59",290,414762
"67000100","2010-2014","60-64",39,37025
"67000100","2010-2014","65-69",50,32178
"67000100","2010-2014","70-74",268,96309
"67000100","2010-2014","75-79",260,54270
"67000100","2010-2014","80-84",65,10102
"67000100","2015-2019","40-44",3,32936
"67000100","2015-2019","45-49",4,12125
"67000100","2015-2019","50-54",1,9302
"67000100","2015-2019","55-59",68,114128
"67000100","2015-2019","60-64",31,30750
"67000100","2015-2019","65-69",102,66522
"67000100","2015-2019","70-74",64,27039
"67000100","2015-2019","75-79",634,152277
"67000100","2015-2019","80-84",125,22336
"67000110","1995-1999","40-44",4,21987
"67000110","1995-1999","45-49",13,29542
"67000110","1995-1999","50-54",13,19614
"67000110","1995-1999","55-59",35,25503
"67000110","1995-1999","60-64",115,46244
"67000110","1995-1999","65-69",42,16009
"67000110","1995-1999","70-74",39,13420
"67000110","1995-1999","75-79",91,18997
"67000110","1995-1999","80-84",73,12277
"67000110","2000-2004","40-44",33,102232
"67000110","2000-2004","45-49",120,211952
"67000110","2000-2004","50-54",41,42809
"67000110","2000-2004","55-59",34,36791
"67000110","2000-2004","60-64",164,75773
"67000110","2000-2004","65-69",73,26470
"67000110","2000-2004","70-74",1281,353267
"67000110","2000-2004","75-79",49,10313
"67000110","2000-2004","80-84",137,21532
"67000110","2005-2009","40-44",4,21330
"67000110","2005-2009","45-49",42,112803
"67000110","2005-2009","50-54",13,16444
"67000110","2005-2009","55-59",67,59675
"67000110","2005-2009","60-64",147,81493
"67000110","2005-2009","65-69",36,13390
"67000110","2005-2009","70-74",348,99625
"67000110","2005-2009","75-79",191,39169
"67000110","2005-2009","80-84",78,11052
"67000110","2010-2014","40-44",13,63208
"67000110","2010-2014","45-49",12,31910
"67000110","2010-2014","50-54",29,37607
"67000110","2010-2014","55-59",16,14534
"67000110","2010-2014","60-64",71,46924
"67000110","2010-2014","65-69",118,53271
"67000110","2010-2014","70-74",102,33233
"67000110","2010-2014","75-79",102,19258
"67000110","2010-2014","80-84",519,83519
"67000110","2015-2019","40-44",2,25364
"67000110","2015-2019","45-49",18,60862
"67000110","2015-2019","50-54",4,14806
"67000110","2015-2019","55-59",31,42051
"67000110","2015-2019","60-64",34,27574
"67000110","2015-2019","65-69",69,31206
"67000110","2015-2019","70-74",254,85214
"67000110","2015-2019","75-79",297,57202
"67000110","2015-2019","80-84",142,24570
