"TOWNCODE","PERIOD","AGE","CASE","POP"
"10010160","2005-2009","60-64",89,61564
"10010160","2005-2009","65-69",91,41992
"10010160","2005-2009","70-74",27,12285
"10010160","2005-2009","75-79",104,34551
"10010160","2005-2009","80-84",86,20572
"10010160","2010-2014","40-44",74,196926
"10010160","2010-2014","45-49",25,48669
"10010160","2010-2014","50-54",68,95511
"10010160","2010-2014","55-59",21,19881
"10010160","2010-2014","60-64",42,25972
"10010160","2010-2014","65-69",30,14571
"10010160","2010-2014","70-74",46,11952
"10010160","2010-2014","75-79",71,24686
"10010160","2010-2014","80-84",275,66526
"10010160","2015-2019","40-44",28,66653
"10010160","2015-2019","45-49",5,15810
"10010160","2015-2019","50-54",5,11212
"10010160","2015-2019","55-59",43,41825
"10010160","2015-2019","60-64",272,191519
"10010160","2015-2019","65-69",19,10731
"10010160","2015-2019","70-74",69,27502
"10010160","2015-2019","75-79",255,72959
"10010160","2015-2019","80-84",63,15530
"10010170","1995-1999","40-44",11,19685
"10010170","1995-1999","45-49",14,18412
"10010170","1995-1999","50-54",15,19018
"10010170","1995-1999","55-59",87,70046
"10010170","1995-1999","60-64",8,10965
"10010170","1995-1999","65-69",29,16480
"10010170","1995-1999","70-74",200,97167
"10010170","1995-1999","75-79",221,93295
"10010170","1995-1999","80-84",93,31368
"10010170","2000-2004","40-44",6,28325
"10010170","2000-2004","45-49",26,35457
"10010170","2000-2004","50-54",27,37795
"10010170","2000-2004","55-59",15,12573
"10010170","2000-2004","60-64",84,64861
"10010170","2000-2004","65-69",38,23368
"10010170","2000-2004","70-74",144,69067
"10010170","2000-2004","75-79",333,139488
"10010170","2000-2004","80-84",432,144001
"10010170","2005-2009","40-44",43,166222
"10010170","2005-2009","45-49",33,67585
"10010170","2005-2009","50-54",33,42707
"10010170","2005-2009","55-59",19,26306
"10010170","2005-2009","60-64",104,64014
"10010170","2005-2009","65-69",88,49109
"10010170","2005-2009","70-74",395,166784
"10010170","2005-2009","75-79",96,37240
"10010170","2005-2009","80-84",12,4847
"10010170","2010-2014","40-44",27,96341
"10010170","2010-2014","45-49",4,12774
"10010170","2010-2014","50-54",38,45385
"10010170","2010-2014","55-59",39,40733
"10010170","2010-2014","60-64",55,30519
"10010170","2010-2014","65-69",20,9674
"10010170","2010-2014","70-74",112,39258
"10010170","2010-2014","75-79",251,77268
"10010170","2010-2014","80-84",732,184327
"10010170","2015-2019","40-44",4,9733
"10010170","2015-2019","45-49",10,28387
"10010170","2015-2019","50-54",23,39867
"10010170","2015-2019","55-59",27,33389
"10010170","2015-2019","60-64",101,83558
"10010170","2015-2019","65-69",48,26485
"10010170","2015-2019","70-74",161,64084
"10010170","2015-2019","75-79",31,9232
"10010170","2015-2019","80-84",227,55076
"10010180","1995-1999","40-44",12,20808
"10010180","1995-1999","45-49",32,44080
"10010180","1995-1999","50-54",48,41525
"10010180","1995-1999","55-59",60,50108
"10010180","1995-1999","60-64",54,34059
"10010180","1995-1999","65-69",132,66288
"10010180","1995-1999","70-74",54,19030
"10010180","1995-1999","75-79",256,62409
"10010180","1995-1999","80-84",365,74688
"10010180","2000-2004","40-44",33,70019
"10010180","2000-2004","45-49",19,22309
"10010180","2000-2004","50-54",23,22718
"10010180","2000-2004","55-59",54,44124
"10010180","2000-2004","60-64",306,191748
"10010180","2000-2004","65-69",31,17137
"10010180","2000-2004","70-74",66,21596
"10010180","2000-2004","75-79",64,16028
"10010180","2000-2004","80-84",238,42382
"10010180","2005-2009","40-44",20,41396
"10010180","2005-2009","45-49",18,25907
"10010180","2005-2009","50-54",11,14162
"10010180","2005-2009","55-59",92,74894
"10010180","2005-2009","60-64",14,9350
"10010180","2005-2009","65-69",52,20737
"10010180","2005-2009","70-74",268,94760
"10010180","2005-2009","75-79",90,29484
"10010180","2005-2009","80-84",115,27105
"10010180","2010-2014","40-44",30,60406
"10010180","2010-2014","45-49",13,20037
"10010180","2010-2014","50-54",74,77708
"10010180","2010-2014","55-59",17,13936
"10010180","2010-2014","60-64",73,43244
"10010180","2010-2014","65-69",81,41379
"10010180","2010-2014","70-74",49,15699
"10010180","2010-2014","75-79",37,9588
"10010180","2010-2014","80-84",142,27060
"10010180","2015-2019","40-44",37,91103
"10010180","2015-2019","45-49",50,78273
"10010180","2015-2019","50-54",17,24719
"10010180","2015-2019","55-59",264,236820
"10010180","2015-2019","60-64",79,43610
"10010180","2015-2019","65-69",22,14115
"10010180","2015-2019","70-74",311,97993
"10010180","2015-2019","75-79",49,11974
"10010180","2015-2019","80-84",106,23926
"10020010","1995-1999","40-44",7,20428
"10020010","1995-1999","45-49",9,13728
"10020010","1995-1999","50-54",5,12403
"10020010","1995-1999","55-59",42,58333
"10020010","1995-1999","60-64",77,62332
"10020010","1995-1999","65-69",180,141711
"10020010","1995-1999","70-74",152,100352
"10020010","1995-1999","75-79",85,33506
"10020010","1995-1999","80-84",321,112785
"10020010","2000-2004","40-44",6,17001
"10020010","2000-2004","45-49",3,4287
"10020010","2000-2004","50-54",20,26957
"10020010","2000-2004","55-59",52,49762
"10020010","2000-2004","60-64",27,20944
"10020010","2000-2004","65-69",71,41747
"10020010","2000-2004","70-74",120,66854
"10020010","2000-2004","75-79",116,51321
"10020010","2000-2004","80-84",30,10565
"10020010","2005-2009","40-44",23,77969
"10020010","2005-2009","45-49",14,24806
"10020010","2005-2009","50-54",55,73290
"10020010","2005-2009","55-59",10,11219
"10020010","2005-2009","60-64",30,24367
"10020010","2005-2009","65-69",84,66713
"10020010","2005-2009","70-74",37,25867
"10020010","2005-2009","75-79",29,13165
"10020010","2005-2009","80-84",63,21504
"10020010","2010-2014","40-44",4,13340
"10020010","2010-2014","45-49",36,93307
"10020010","2010-2014","50-54",34,43830
"10020010","2010-2014","55-59",32,30921
"10020010","2010-2014","60-64",72,51761
"10020010","2010-2014","65-69",244,143836
"10020010","2010-2014","70-74",18,12828
"10020010","2010-2014","75-79",176,74711
"10020010","2010-2014","80-84",218,73567
"10020010","2015-2019","40-44",9,31300
"10020010","2015-2019","45-49",18,52635
"10020010","2015-2019","50-54",58,91000
"10020010","2015-2019","55-59",81,98640
"10020010","2015-2019","60-64",143,106643
"10020010","2015-2019","65-69",72,52099
"10020010","2015-2019","70-74",73,28820
"10020010","2015-2019","75-79",49,19190
"10020010","2015-2019","80-84",31,13958
"10020020","1995-1999","40-44",6,24863
"10020020","1995-1999","45-49",7,15113
"10020020","1995-1999","50-54",28,40893
"10020020","1995-1999","55-59",11,18545
"10020020","1995-1999","60-64",34,31912
"10020020","1995-1999","65-69",52,55241
"10020020","1995-1999","70-74",23,15125
"10020020","1995-1999","75-79",10,6691
"10020020","1995-1999","80-84",114,45220
"10020020","2000-2004","40-44",8,20811
"10020020","2000-2004","45-49",13,19490
"10020020","2000-2004","50-54",32,48351
"10020020","2000-2004","55-59",31,30326
"10020020","2000-2004","60-64",66,65253
"10020020","2000-2004","65-69",28,20198
"10020020","2000-2004","70-74",8,4653
"10020020","2000-2004","75-79",76,35222
"10020020","2000-2004","80-84",71,29959
"10020020","2005-2009","40-44",12,32527
"10020020","2005-2009","45-49",22,45916
"10020020","2005-2009","50-54",12,16006
"10020020","2005-2009","55-59",33,33289
"10020020","2005-2009","60-64",25,19605
"10020020","2005-2009","65-69",30,20166
"10020020","2005-2009","70-74",114,61754
"10020020","2005-2009","75-79",150,62759
"10020020","2005-2009","80-84",95,33643
"10020020","2010-2014","40-44",28,93651
"10020020","2010-2014","45-49",10,27025
"10020020","2010-2014","50-54",6,13248
"10020020","2010-2014","55-59",20,28811
"10020020","2010-2014","60-64",125,113284
"10020020","2010-2014","65-69",21,14174
"10020020","2010-2014","70-74",29,13835
"10020020","2010-2014","75-79",336,148697
"10020020","2010-2014","80-84",52,21898
"10020020","2015-2019","40-44",6,31090
"10020020","2015-2019","45-49",11,40374
"10020020","2015-2019","50-54",4,4501
"10020020","2015-2019","55-59",12,25894
"10020020","2015-2019","60-64",60,56118
"10020020","2015-2019","65-69",33,17671
"10020020","2015-2019","70-74",140,66326
"10020020","2015-2019","75-79",68,22905
"10020020","2015-2019","80-84",520,169525
"67000010","1995-1999","40-44",9,12557
"67000010","1995-1999","45-49",21,25382
"67000010","1995-1999","50-54",35,24240
"67000010","1995-1999","55-59",41,40050
"67000010","1995-1999","60-64",532,375825
"67000010","1995-1999","65-69",113,94785
"67000010","1995-1999","70-74",49,40736
"67000010","1995-1999","75-79",112,57006
"67000010","1995-1999","80-84",66,24679
"67000010","2000-2004","40-44",8,6317
"67000010","2000-2004","45-49",28,33236
"67000010","2000-2004","50-54",23,21714
"67000010","2000-2004","55-59",12,8554
"67000010","2000-2004","60-64",144,83710
"67000010","2000-2004","65-69",280,150257
"67000010","2000-2004","70-74",31,14144
"67000010","2000-2004","75-79",22,9579
"67000010","2000-2004","80-84",45,15692
"67000010","2005-2009","40-44",75,105361
"67000010","2005-2009","45-49",13,14151
"67000010","2005-2009","50-54",72,64672
"67000010","2005-2009","55-59",99,67722
"67000010","2005-2009","60-64",45,23757
"67000010","2005-2009","65-69",135,65231
"67000010","2005-2009","70-74",632,273873
"67000010","2005-2009","75-79",391,157020
"67000010","2005-2009","80-84",28,13350
"67000010","2010-2014","40-44",16,44293
"67000010","2010-2014","45-49",10,12070
"67000010","2010-2014","50-54",76,75372
"67000010","2010-2014","55-59",87,44417
"67000010","2010-2014","60-64",58,24997
"67000010","2010-2014","65-69",249,91138
"67000010","2010-2014","70-74",45,18081
"67000010","2010-2014","75-79",49,11574
"67000010","2010-2014","80-84",115,39463
"67000010","2015-2019","40-44",1,8817
"67000010","2015-2019","45-49",21,29269
"67000010","2015-2019","50-54",51,50950
"67000010","2015-2019","55-59",27,20480
"67000010","2015-2019","60-64",69,28795
"67000010","2015-2019","65-69",35,10969
"67000010","2015-2019","70-74",24,7381
"67000010","2015-2019","75-79",34,10830
"67000010","2015-2019","80-84",554,130872
"67000020","1995-1999","40-44",3,12831
"67000020","1995-1999","45-49",99,120729
"67000020","1995-1999","50-54",31,25896
"67000020","1995-1999","55-59",88,68598
"67000020","1995-1999","60-64",29,28672
"67000020","1995-1999","65-69",18,16892
"67000020","1995-1999","70-74",46,28683
"67000020","1995-1999","75-79",145,77338
"67000020","1995-1999","80-84",134,51682
"67000020","2000-2004","40-44",22,30175
"67000020","2000-2004","45-49",63,73441
"67000020","2000-2004","50-54",73,74887
"67000020","2000-2004","55-59",22,14533
"67000020","2000-2004","60-64",410,270093
"67000020","2000-2004","65-69",22,9320
"67000020","2000-2004","70-74",85,46205
"67000020","2000-2004","75-79",51,29719
"67000020","2000-2004","80-84",74,29152
"67000020","2005-2009","40-44",27,61432
"67000020","2005-2009","45-49",12,17895
"67000020","2005-2009","50-54",89,66174
"67000020","2005-2009","55-59",170,101865
"67000020","2005-2009","60-64",28,15101
"67000020","2005-2009","65-69",62,24794
"67000020","2005-2009","70-74",46,18483
"67000020","2005-2009","75-79",142,56417
"67000020","2005-2009","80-84",29,13870
"67000020","2010-2014","40-44",26,40350
"67000020","2010-2014","45-49",7,10781
"67000020","2010-2014","50-54",42,39858
"67000020","2010-2014","55-59",28,20812
"67000020","2010-2014","60-64",206,105021
"67000020","2010-2014","65-69",97,42982
"67000020","2010-2014","70-74",110,38770
"67000020","2010-2014","75-79",72,25586
"67000020","2010-2014","80-84",296,91740
"67000020","2015-2019","40-44",22,67317
"67000020","2015-2019","45-49",140,207186
"67000020","2015-2019","50-54",41,39630
"67000020","2015-2019","55-59",55,37653
"67000020","2015-2019","60-64",49,19201
"67000020","2015-2019","65-69",86,30739
"67000020","2015-2019","70-74",145,41979
"67000020","2015-2019","75-79",262,72846
"67000020","2015-2019","80-84",453,110900
"67000030","1995-1999","40-44",11,23232
"67000030","1995-1999","45-49",6,6521
"67000030","1995-1999","50-54",23,18377
"67000030","1995-1999","55-59",30,42832
"67000030","1995-1999","60-64",145,97499
"67000030","1995-1999","65-69",109,69623
"67000030","1995-1999","70-74",29,13001
"67000030","1995-1999","75-79",118,60867
"67000030","1995-1999","80-84",39,15471
"67000030","2000-2004","40-44",16,29677
"67000030","2000-2004","45-49",34,39501
"67000030","2000-2004","50-54",24,25964
"67000030","2000-2004","55-59",24,16874
"67000030","2000-2004","60-64",32,25680
"67000030","2000-2004","65-69",66,37208
"67000030","2000-2004","70-74",38,23533
"67000030","2000-2004","75-79",72,25467
"67000030","2000-2004","80-84",16,9166
"67000030","2005-2009","40-44",6,28861
"67000030","2005-2009","45-49",12,22561
"67000030","2005-2009","50-54",59,74232
"67000030","2005-2009","55-59",55,40146
"67000030","2005-2009","60-64",102,69396
"67000030","2005-2009","65-69",130,66050
"67000030","2005-2009","70-74",408,153992
"67000030","2005-2009","75-79",73,37059
"67000030","2005-2009","80-84",118,41767
"67000030","2010-2014","40-44",26,95975
"67000030","2010-2014","45-49",21,45572
"67000030","2010-2014","50-54",8,13103
"67000030","2010-2014","55-59",14,14079
"67000030","2010-2014","60-64",75,40173
"67000030","2010-2014","65-69",35,17720
"67000030","2010-2014","70-74",104,36575
"67000030","2010-2014","75-79",714,226368
"67000030","2010-2014","80-84",138,43767
"67000030","2015-2019","40-44",20,78344
"67000030","2015-2019","45-49",13,28489
"67000030","2015-2019","50-54",18,19899
"67000030","2015-2019","55-59",9,6214
"67000030","2015-2019","60-64",37,24593
"67000030","2015-2019","65-69",197,86912
"67000030","2015-2019","70-74",153,62237
"67000030","2015-2019","75-79",54,14746
"67000030","2015-2019","80-84",128,33018
"67000040","1995-1999","40-44",74,109782
"67000040","1995-1999","45-49",324,362111
"67000040","1995-1999","50-54",45,36277
"67000040","1995-1999","55-59",50,27013
"67000040","1995-1999","60-64",59,34683
"67000040","1995-1999","65-69",41,22129
"67000040","1995-1999","70-74",77,39538
"67000040","1995-1999","75-79",175,84942
"67000040","1995-1999","80-84",96,40651
"67000040","2000-2004","40-44",27,52307
"67000040","2000-2004","45-49",7,10158
"67000040","2000-2004","50-54",57,45049
"67000040","2000-2004","55-59",53,32933
"67000040","2000-2004","60-64",41,20089
"67000040","2000-2004","65-69",242,121070
"67000040","2000-2004","70-74",24,9324
"67000040","2000-2004","75-79",98,48766
"67000040","2000-2004","80-84",61,24063
"67000040","2005-2009","40-44",35,82607
"67000040","2005-2009","45-49",30,39201
"67000040","2005-2009","50-54",32,25391
"67000040","2005-2009","55-59",23,18830
"67000040","2005-2009","60-64",32,16035
"67000040","2005-2009","65-69",46,26110
"67000040","2005-2009","70-74",95,32750
"67000040","2005-2009","75-79",131,42341
"67000040","2005-2009","80-84",147,42816
"67000040","2010-2014","40-44",49,153940
"67000040","2010-2014","45-49",31,47438
"67000040","2010-2014","50-54",33,27738
"67000040","2010-2014","55-59",10,7641
"67000040","2010-2014","60-64",32,17029
"67000040","2010-2014","65-69",146,49890
"67000040","2010-2014","70-74",116,34134
"67000040","2010-2014","75-79",105,25202
"67000040","2010-2014","80-84",223,60374
"67000040","2015-2019","40-44",6,15798
"67000040","2015-2019","45-49",19,49472
"67000040","2015-2019","50-54",7,5328
"67000040","2015-2019","55-59",37,28233
"67000040","2015-2019","60-64",159,80342
"67000040","2015-2019","65-69",51,13364
"67000040","2015-2019","70-74",241,65353
"67000040","2015-2019","75-79",127,28045
"67000040","2015-2019","80-84",732,130556
"67000050","1995-1999","40-44",3,6528
"67000050","1995-1999","45-49",33,57368
"67000050","1995-1999","50-54",53,54981
"67000050","1995-1999","55-59",56,54148
"67000050","1995-1999","60-64",30,29860
"67000050","1995-1999","65-69",91,62535
"67000050","1995-1999","70-74",205,144199
"67000050","1995-1999","75-79",52,32531
"67000050","1995-1999","80-84",156,51557
"67000050","2000-2004","40-44",12,18278
"67000050","2000-2004","45-49",36,44836
"67000050","2000-2004","50-54",36,33048
"67000050","2000-2004","55-59",43,29737
"67000050","2000-2004","60-64",25,14245
"67000050","2000-2004","65-69",23,20881
"67000050","2000-2004","70-74",132,84027
"67000050","2000-2004","75-79",35,15257
"67000050","2000-2004","80-84",50,20699
"67000050","2005-2009","40-44",24,42722
"67000050","2005-2009","45-49",109,121522
"67000050","2005-2009","50-54",187,159683
"67000050","2005-2009","55-59",95,65775
"67000050","2005-2009","60-64",29,16333
"67000050","2005-2009","65-69",42,18378
"67000050","2005-2009","70-74",318,153992
"67000050","2005-2009","75-79",108,47856
"67000050","2005-2009","80-84",83,35549
"67000050","2010-2014","40-44",20,70023
"67000050","2010-2014","45-49",28,39108
"67000050","2010-2014","50-54",228,231991
"67000050","2010-2014","55-59",139,100178
"67000050","2010-2014","60-64",100,63912
"67000050","2010-2014","65-69",146,68299
"67000050","2010-2014","70-74",88,24634
"67000050","2010-2014","75-79",180,63475
"67000050","2010-2014","80-84",326,111265
"67000050","2015-2019","40-44",25,82074
"67000050","2015-2019","45-49",82,167171
"67000050","2015-2019","50-54",60,46198
"67000050","2015-2019","55-59",25,17341
"67000050","2015-2019","60-64",40,23192
"67000050","2015-2019","65-69",17,5061
"67000050","2015-2019","70-74",112,38723
"67000050","2015-2019","75-79",141,43262
"67000050","2015-2019","80-84",100,20716
"67000060","1995-1999","40-44",17,28199
"67000060","1995-1999","45-49",9,12168
"67000060","1995-1999","50-54",41,37969
"67000060","1995-1999","55-59",48,32487
"67000060","1995-1999","60-64",7,6517
"67000060","1995-1999","65-69",8,6300
"67000060","1995-1999","70-74",92,51770
"67000060","1995-1999","75-79",212,100503
"67000060","1995-1999","80-84",162,64246
"67000060","2000-2004","40-44",48,100917
"67000060","2000-2004","45-49",44,61252
"67000060","2000-2004","50-54",58,62199
"67000060","2000-2004","55-59",35,19987
"67000060","2000-2004","60-64",75,40152
"67000060","2000-2004","65-69",98,46119
"67000060","2000-2004","70-74",124,53464
"67000060","2000-2004","75-79",87,29784
"67000060","2000-2004","80-84",57,23035
"67000060","2005-2009","40-44",25,56715
"67000060","2005-2009","45-49",42,59321
"67000060","2005-2009","50-54",118,117172
"67000060","2005-2009","55-59",56,41254
"67000060","2005-2009","60-64",101,49485
"67000060","2005-2009","65-69",70,25587
"67000060","2005-2009","70-74",181,55803
"67000060","2005-2009","75-79",108,31871
"67000060","2005-2009","80-84",56,14932
"67000060","2010-2014","40-44",17,76356
"67000060","2010-2014","45-49",28,54721
"67000060","2010-2014","50-54",56,49111
"67000060","2010-2014","55-59",63,42281
"67000060","2010-2014","60-64",79,32878
"67000060","2010-2014","65-69",306,134814
"67000060","2010-2014","70-74",82,22190
"67000060","2010-2014","75-79",440,126863
"67000060","2010-2014","80-84",407,99351
"67000060","2015-2019","40-44",6,35738
"67000060","2015-2019","45-49",16,53264
"67000060","2015-2019","50-54",16,16242
"67000060","2015-2019","55-59",29,29086
"67000060","2015-2019","60-64",75,51801
"67000060","2015-2019","65-69",91,34627
"67000060","2015-2019","70-74",499,143542
"67000060","2015-2019","75-79",37,12925
"67000060","2015-2019","80-84",505,93559
"67000070","1995-1999","40-44",9,9520
"67000070","1995-1999","45-49",36,43601
"67000070","1995-1999","50-54",148,135872
"67000070","1995-1999","55-59",26,27308
"67000070","1995-1999","60-64",27,16058
"67000070","1995-1999","65-69",63,34552
"67000070","1995-1999","70-74",77,39237
"67000070","1995-1999","75-79",168,88956
"67000070","1995-1999","80-84",195,72420
"67000070","2000-2004","40-44",9,14120
"67000070","2000-2004","45-49",31,50536
"67000070","2000-2004","50-54",19,18107
"67000070","2000-2004","55-59",37,31241
"67000070","2000-2004","60-64",55,28000
"67000070","2000-2004","65-69",133,69185
"67000070","2000-2004","70-74",230,99249
"67000070","2000-2004","75-79",171,78851
"67000070","2000-2004","80-84",111,42436
"67000070","2005-2009","40-44",5,16087
"67000070","2005-2009","45-49",53,65553
"67000070","2005-2009","50-54",170,172489
"67000070","2005-2009","55-59",46,41377
"67000070","2005-2009","60-64",40,28220
"67000070","2005-2009","65-69",208,82164
"67000070","2005-2009","70-74",144,51034
"67000070","2005-2009","75-79",63,20305
"67000070","2005-2009","80-84",92,31342
"67000070","2010-2014","40-44",22,85560
"67000070","2010-2014","45-49",17,36733
"67000070","2010-2014","50-54",24,35775
"67000070","2010-2014","55-59",26,19299
"67000070","2010-2014","60-64",55,25078
"67000070","2010-2014","65-69",83,29124
"67000070","2010-2014","70-74",70,17613
"67000070","2010-2014","75-79",261,67798
"67000070","2010-2014","80-84",121,32171
"67000070","2015-2019","40-44",2,8297
"67000070","2015-2019","45-49",10,20325
"67000070","2015-2019","50-54",57,81131
"67000070","2015-2019","55-59",41,33058
"67000070","2015-2019","60-64",8,4011
"67000070","2015-2019","65-69",63,19777
"67000070","2015-2019","70-74",354,102442
"67000070","2015-2019","75-79",79,18239
"67000070","2015-2019","80-84",74,13175
"67000080","1995-1999","40-44",25,35689
"67000080","1995-1999","45-49",54,61171
"67000080","1995-1999","50-54",48,56087
"67000080","1995-1999","55-59",49,48025
"67000080","1995-1999","60-64",214,132622
"67000080","1995-1999","65-69",131,75758
"67000080","1995-1999","70-74",100,62320
"67000080","1995-1999","75-79",53,27826
"67000080","1995-1999","80-84",31,12343
"67000080","2000-2004","40-44",27,40712
"67000080","2000-2004","45-49",15,19458
"67000080","2000-2004","50-54",33,33921
"67000080","2000-2004","55-59",158,106343
"67000080","2000-2004","60-64",19,10905
"67000080","2000-2004","65-69",68,36680
"67000080","2000-2004","70-74",11,10003
"67000080","2000-2004","75-79",147,60557
"67000080","2000-2004","80-84",47,18270
"67000080","2005-2009","40-44",77,145254
"67000080","2005-2009","45-49",23,26799
"67000080","2005-2009","50-54",65,44125
"67000080","2005-2009","55-59",57,39599
"67000080","2005-2009","60-64",36,20990
"67000080","2005-2009","65-69",121,41969
"67000080","2005-2009","70-74",48,18918
"67000080","2005-2009","75-79",51,19003
"67000080","2005-2009","80-84",62,26402
"67000080","2010-2014","40-44",8,13135
"67000080","2010-2014","45-49",124,163336
"67000080","2010-2014","50-54",31,36016
"67000080","2010-2014","55-59",71,50715
"67000080","2010-2014","60-64",191,92680
"67000080","2010-2014","65-69",126,43056
"67000080","2010-2014","70-74",461,139781
"67000080","2010-2014","75-79",35,10335
"67000080","2010-2014","80-84",61,13925
"67000080","2015-2019","40-44",16,43751
"67000080","2015-2019","45-49",24,50426
"67000080","2015-2019","50-54",20,18601
"67000080","2015-2019","55-59",94,50349
"67000080","2015-2019","60-64",122,53928
"67000080","2015-2019","65-69",79,32841
"67000080","2015-2019","70-74",140,45363
"67000080","2015-2019","75-79",138,34593
"67000080","2015-2019","80-84",306,58638
"67000090","1995-1999","40-44",28,38857
"67000090","1995-1999","45-49",17,23521
"67000090","1995-1999","50-54",89,82521
"67000090","1995-1999","55-59",65,51780
"67000090","1995-1999","60-64",114,60106
"67000090","1995-1999","65-69",106,48142
"67000090","1995-1999","70-74",42,23287
"67000090","1995-1999","75-79",145,67902
"67000090","1995-1999","80-84",32,13198
"67000090","2000-2004","40-44",25,52403
"67000090","2000-2004","45-49",44,55456
"67000090","2000-2004","50-54",85,75948
"67000090","2000-2004","55-59",154,107048
"67000090","2000-2004","60-64",165,77384
"67000090","2000-2004","65-69",67,29770
"67000090","2000-2004","70-74",206,74786
"67000090","2000-2004","75-79",31,10380
"67000090","2000-2004","80-84",54,20812
"67000090","2005-2009","40-44",4,15221
"67000090","2005-2009","45-49",9,20621
"67000090","2005-2009","50-54",36,25429
"67000090","2005-2009","55-59",13,9640
"67000090","2005-2009","60-64",31,17159
"67000090","2005-2009","65-69",36,13253
"67000090","2005-2009","70-74",46,13090
"67000090","2005-2009","75-79",101,24454
"67000090","2005-2009","80-84",167,54631
"67000090","2010-2014","40-44",17,61733
"67000090","2010-2014","45-49",24,54035
"67000090","2010-2014","50-54",26,28886
"67000090","2010-2014","55-59",24,24651
"67000090","2010-2014","60-64",35,15349
"67000090","2010-2014","65-69",34,11725
"67000090","2010-2014","70-74",76,19059
"67000090","2010-2014","75-79",158,34951
"67000090","2010-2014","80-84",325,65904
"67000090","2015-2019","40-44",19,73782
"67000090","2015-2019","45-49",8,16020
"67000090","2015-2019","50-54",50,66519
"67000090","2015-2019","55-59",13,10091
"67000090","2015-2019","60-64",38,22430
"67000090","2015-2019","65-69",115,45023
"67000090","2015-2019","70-74",2888,774073
"67000090","2015-2019","75-79",1619,344252
"67000090","2015-2019","80-84",149,24200
"67000100","1995-1999","40-44",22,28687
"67000100","1995-1999","45-49",21,23884
"67000100","1995-1999","50-54",160,121190
"67000100","1995-1999","55-59",40,26858
"67000100","1995-1999","60-64",82,44038
"67000100","1995-1999","65-69",91,36930
"67000100","1995-1999","70-74",144,66886
"67000100","1995-1999","75-79",213,105194
"67000100","1995-1999","80-84",45,20494
"67000100","2000-2004","40-44",19,41417
"67000100","2000-2004","45-49",25,32086
"67000100","2000-2004","50-54",44,32201
"67000100","2000-2004","55-59",85,56937
"67000100","2000-2004","60-64",72,26424
"67000100","2000-2004","65-69",50,22735
"67000100","2000-2004","70-74",36,12966
"67000100","2000-2004","75-79",128,44950
"67000100","2000-2004","80-84",144,47414
"67000100","2005-2009","40-44",9,27664
"67000100","2005-2009","45-49",15,20162
"67000100","2005-2009","50-54",261,270796
"67000100","2005-2009","55-59",21,10249
"67000100","2005-2009","60-64",342,157698
"67000100","2005-2009","65-69",114,37371
"67000100","2005-2009","70-74",17,4547
"67000100","2005-2009","75-79",116,35641
"67000100","2005-2009","80-84",23,5530
"67000100","2010-2014","40-44",5,27496
"67000100","2010-2014","45-49",31,75233
"67000100","2010-2014","50-54",8,7751
"67000100","2010-2014","55-59",20,12390
"67000100","2010-2014","60-64",103,50418
"67000100","2010-2014","65-69",94,33762
"67000100","2010-2014","70-74",36,10007
"67000100","2010-2014","75-79",157,35918
"67000100","2010-2014","80-84",52,8676
"67000100","2015-2019","40-44",13,49819
"67000100","2015-2019","45-49",38,105686
"67000100","2015-2019","50-54",14,18116
"67000100","2015-2019","55-59",51,33274
"67000100","2015-2019","60-64",19,11083
"67000100","2015-2019","65-69",237,73712
"67000100","2015-2019","70-74",222,54527
"67000100","2015-2019","75-79",349,70141
"67000100","2015-2019","80-84",136,22093
"67000110","1995-1999","40-44",18,38647
"67000110","1995-1999","45-49",107,103686
"67000110","1995-1999","50-54",6,6445
"67000110","1995-1999","55-59",27,14499
"67000110","1995-1999","60-64",93,44559
"67000110","1995-1999","65-69",134,44921
"67000110","1995-1999","70-74",75,23473
"67000110","1995-1999","75-79",114,43693
"67000110","1995-1999","80-84",41,13919
"67000110","2000-2004","40-44",19,56448
"67000110","2000-2004","45-49",6,10761
"67000110","2000-2004","50-54",35,33440
"67000110","2000-2004","55-59",74,51285
"67000110","2000-2004","60-64",41,18286
"67000110","2000-2004","65-69",83,26235
"67000110","2000-2004","70-74",20,7146
"67000110","2000-2004","75-79",174,46172
"67000110","2000-2004","80-84",131,36016
"67000110","2005-2009","40-44",3,20817
"67000110","2005-2009","45-49",16,35306
"67000110","2005-2009","50-54",154,177493
"67000110","2005-2009","55-59",100,63559
"67000110","2005-2009","60-64",226,120134
"67000110","2005-2009","65-69",114,42990
"67000110","2005-2009","70-74",97,29109
"67000110","2005-2009","75-79",168,37782
"67000110","2005-2009","80-84",312,58200
"67000110","2010-2014","40-44",26,114273
"67000110","2010-2014","45-49",9,39994
"67000110","2010-2014","50-54",80,153191
"67000110","2010-2014","55-59",19,20375
"67000110","2010-2014","60-64",29,11852
"67000110","2010-2014","65-69",79,35386
"67000110","2010-2014","70-74",223,63654
"67000110","2010-2014","75-79",82,15176
"67000110","2010-2014","80-84",921,149549
"67000110","2015-2019","40-44",5,18219
"67000110","2015-2019","45-49",1,5791
"67000110","2015-2019","50-54",16,35414
"67000110","2015-2019","55-59",19,24202
"67000110","2015-2019","60-64",50,32873
"67000110","2015-2019","65-69",143,62027
"67000110","2015-2019","70-74",29,8542
"67000110","2015-2019","75-79",297,59449
"67000110","2015-2019","80-84",300,43008
